SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,1971,28.40,67.60,12.40,312.60,248.00,543.20,624.00,553.10,421.20,171.30,94.60,4.50,3080.70,96.00,572.90,2141.50,270.50
NAGA MANI MIZO TRIPURA,1972,4.50,46.30,32.80,145.00,169.10,235.60,262.70,270.80,129.60,45.00,12.50,0.00,1353.80,50.70,347.00,898.70,57.50
NAGA MANI MIZO TRIPURA,1973,16.80,46.00,29.30,135.30,329.00,367.20,260.00,323.90,232.70,159.70,162.60,43.60,2105.80,62.70,493.50,1183.80,365.80
NAGA MANI MIZO TRIPURA,1974,8.90,2.40,98.70,160.70,218.80,438.10,517.30,361.50,273.40,167.80,81.80,0.20,2329.60,11.30,478.10,1590.30,249.90
NAGA MANI MIZO TRIPURA,1975,1.20,24.50,17.50,164.20,243.70,348.80,526.60,252.90,278.90,205.10,146.10,0.30,2209.70,25.70,425.30,1407.10,351.50
NAGA MANI MIZO TRIPURA,1976,3.30,51.30,113.70,187.80,287.10,861.10,507.80,365.00,175.10,64.80,34.20,0.10,2651.40,54.70,588.60,1909.00,99.20
NAGA MANI MIZO TRIPURA,1977,14.20,34.90,27.70,383.80,303.70,452.00,389.10,355.80,193.00,149.60,38.20,16.60,2358.50,49.10,715.10,1389.90,204.40
NAGA MANI MIZO TRIPURA,1978,0.70,4.00,51.60,147.50,449.40,496.70,357.80,277.00,273.90,70.40,21.60,0.00,2150.80,4.70,648.60,1405.50,92.00
NAGA MANI MIZO TRIPURA,1979,1.30,8.30,72.90,55.40,158.80,361.80,370.00,309.70,272.90,57.90,47.10,33.10,1749.20,9.60,287.10,1314.40,138.10
NAGA MANI MIZO TRIPURA,1980,7.20,42.40,101.60,145.70,461.50,373.30,327.40,312.10,364.40,168.50,0.10,0.70,2305.00,49.60,708.80,1377.30,169.30
NAGA MANI MIZO TRIPURA,1981,26.60,26.30,105.50,268.00,377.50,223.20,448.10,329.70,213.20,33.10,11.50,9.60,2072.20,53.00,750.90,1214.20,54.20
NAGA MANI MIZO TRIPURA,1982,0.10,54.80,73.80,224.60,103.30,371.90,373.60,466.30,284.50,32.80,38.10,3.70,2027.50,54.90,401.70,1496.30,74.50
NAGA MANI MIZO TRIPURA,1983,19.20,49.30,244.90,303.80,402.40,380.90,329.70,392.80,239.70,189.00,6.20,30.20,2588.00,68.40,951.10,1343.00,225.40
